population;region;country;lat;lon;tool;toolset;tooltype;toolclass;toolgroup;use;preparation;sequence;popcomplexity;Toolcomplexity;Toolsetcomplexity;tooldetail;Behaviour
Djouroutou;W;Cote dIvoire;5.411101561;-7.205258661;Honey perforate;Underground stinglessbee;Honeyperforate;Honeydig;Honey;NA;NA;NA;NA;8;12;Honey perforate;Dig
Djouroutou;W;Cote dIvoire;5.411101561;-7.205258661;Honey pound;Aerial honey;Honeypound;Honeydip;Honey;NA;NA;NA;NA;20;36;Honey poundmeli;Pound
Djouroutou;W;Cote dIvoire;5.411101561;-7.205258661;Honey swab;Aerial honey;Honeyswab;Honeydip;Honey;NA;NA;NA;NA;22;36;Honey swab;Dip
Djouroutou;W;Cote dIvoire;5.411101561;-7.205258661;Honey whiskswat;Honey whiskswat;Honeywhiskswat;Honeydip;Honey;NA;NA;NA;NA;1;1;Honey whiskswat;Whisk
Djouroutou;W;Cote dIvoire;5.411101561;-7.205258661;Leafsponge;Leafsponge;Leafsponge;Leafsponge;Leaf;NA;NA;NA;NA;3;3;Leafsponge;Sponge
Djouroutou;W;Cote dIvoire;5.411101561;-7.205258661;Marrow pick;Marrow;Marrowpick;Marrowpick;Marrow;NA;NA;NA;NA;1;1;Marrow pick;Dip
Djouroutou;W;Cote dIvoire;5.411101561;-7.205258661;Nut branchanvil;Nut;Nutanvil;Nutcracking;Nut;0;NA;0;NA;9;9;Nut branchanvil;Smash
Djouroutou;W;Cote dIvoire;5.411101561;-7.205258661;Nut pick;Nut;Nutpick;Nutcracking;Nut;NA;NA;NA;NA;9;9;Nut pick;Dip
Djouroutou;W;Cote dIvoire;5.411101561;-7.205258661;Nut rootanvil;Nut;Nutanvil;Nutcracking;Nut;1;NA;2;NA;9;9;Nut rootanvil;Smash
Djouroutou;W;Cote dIvoire;5.411101561;-7.205258661;Nut stoneanvil;Nut;Nutanvil;Nutcracking;Nut;1;NA;2;NA;9;9;Nut stoneanvil;Smash
Djouroutou;W;Cote dIvoire;5.411101561;-7.205258661;Nut stonehammer;Nut;Nuthammer;Nutcracking;Nut;1;NA;2;NA;9;9;Nut stonehammer;Pound
Djouroutou;W;Cote dIvoire;5.411101561;-7.205258661;Nut woodhammer;Nut;Nuthammer;Nutcracking;Nut;0;NA;0;NA;9;9;Nut woodhammer;Pound
Djouroutou;W;Cote dIvoire;5.411101561;-7.205258661;Stone pound;Stonepound;Smash;Smash;Smash;NA;NA;NA;NA;1;1;Stone pound;Smash
Djouroutou;W;Cote dIvoire;5.411101561;-7.205258661;Termite fishing;Epigaiec termitefishing;Termitefish;Termitefish;Termite;NA;NA;NA;NA;12;18;Termite fishingepigaeic;Dip
Djouroutou;W;Cote dIvoire;5.411101561;-7.205258661;Termite fishing;Underground termitefishing;Termitefish;Termitedig;Termite;NA;NA;NA;NA;12;18;Termite fishingunder;Dip
Djouroutou;W;Cote dIvoire;5.411101561;-7.205258661;Termite perforating;Epigaiec termitefishing;Termiteperforate;Termitefish;Termite;NA;NA;NA;NA;10;18;Termite perforating;Perforate
Djouroutou;W;Cote dIvoire;5.411101561;-7.205258661;Termite puncturing;Underground termitefishing;Termitepuncture;Termitedig;Termite;NA;NA;NA;NA;10;18;Termite puncturing;Dig
Djouroutou;W;Cote dIvoire;5.411101561;-7.205258661;Wood pound;Woodpound;Smash;Smash;Smash;NA;NA;NA;NA;1;1;Wood pound;Smash
Gashaka;NC;Nigeria;7.325203143;11.57910159;Ant dipping;Driver antnest;Antdip;Antdip;Ant;1;2;1;5;8;10;Ant dippingnest;Dip
Gashaka;NC;Nigeria;7.325203143;11.57910159;Ant fishingprobe;Arboreal ants;Antfishing;Antfish;Ant;1;1;1;3;7;7;Ant fishingprobe;Dip
Gashaka;NC;Nigeria;7.325203143;11.57910159;Ant perforatingstick;Driver antnest;Antperforate;Antdip;Ant;NA;NA;NA;NA;6;10;Ant perforatingstick;Perforate
Gashaka;NC;Nigeria;7.325203143;11.57910159;Honey dig;Underground honeydig;Honeydig;Honeydig;Honey;1;1;2;6;6;10;Honey dig;Perforate
Gashaka;NC;Nigeria;7.325203143;11.57910159;Honey dip;Underground honeydig;Honeydip;Honeydig;Honey;1;1;2;6;8;12;Honey dipumeli;Dip
Gashaka;NC;Nigeria;7.325203143;11.57910159;Honey dipaerial;Aerial honey;Honeydip;Honeydip;Honey;1;2;1;5;15;23;Honey dipapis;Dip
Gashaka;NC;Nigeria;7.325203143;11.57910159;Honey lever;Aerial honey;Honeylever;Honeydip;Honey;0;NA;0;11;13;23;Honey leverapis;Perforate
Gashaka;NC;Nigeria;7.325203143;11.57910159;Honey perforate;Underground stinglessbee;Honeyperforate;Honeydig;Honey;0;NA;0;NA;8;12;Honey perforate;Dig
Gashaka;NC;Nigeria;7.325203143;11.57910159;Honey pound;Aerial honey;Honeypound;Honeydip;Honey;0;NA;0;NA;20;36;Honey poundmeli;Pound
Gashaka;NC;Nigeria;7.325203143;11.57910159;Honey swab;Aerial honey;Honeyswab;Honeydip;Honey;0;NA;0;NA;22;36;Honey swab;Dip
Gashaka;NC;Nigeria;7.325203143;11.57910159;Honey whiskswat;Honey whiskswat;Honeywhiskswat;Honeydip;Honey;0;NA;0;NA;1;1;Honey whiskswat;Whisk
Gashaka;NC;Nigeria;7.325203143;11.57910159;Leafsponge;Leafsponge;Leafsponge;Leafsponge;Leaf;NA;NA;NA;NA;3;3;Leafsponge;Sponge
Gashaka;NC;Nigeria;7.325203143;11.57910159;Marrow pick;Marrow;Marrowpick;Marrowpick;Marrow;NA;NA;NA;NA;1;1;Marrow pick;Dip
Gashaka;NC;Nigeria;7.325203143;11.57910159;Nut branchanvil;Nut;Nutanvil;Nutcracking;Nut;0;NA;0;NA;9;9;Nut branchanvil;Smash
Gashaka;NC;Nigeria;7.325203143;11.57910159;Nut pick;Nut;Nutpick;Nutcracking;Nut;NA;NA;NA;NA;9;9;Nut pick;Dip
Gashaka;NC;Nigeria;7.325203143;11.57910159;Nut rootanvil;Nut;Nutanvil;Nutcracking;Nut;0;NA;0;NA;9;9;Nut rootanvil;Smash
Gashaka;NC;Nigeria;7.325203143;11.57910159;Nut stoneanvil;Nut;Nutanvil;Nutcracking;Nut;0;NA;0;NA;9;9;Nut stoneanvil;Smash
Gashaka;NC;Nigeria;7.325203143;11.57910159;Nut stonehammer;Nut;Nuthammer;Nutcracking;Nut;0;NA;0;NA;9;9;Nut stonehammer;Pound
Gashaka;NC;Nigeria;7.325203143;11.57910159;Nut woodhammer;Nut;Nuthammer;Nutcracking;Nut;0;NA;0;NA;9;9;Nut woodhammer;Pound
Gashaka;NC;Nigeria;7.325203143;11.57910159;Stone pound;Stonepound;Smash;Smash;Smash;NA;NA;NA;NA;1;1;Stone pound;Smash
Gashaka;NC;Nigeria;7.325203143;11.57910159;Termite fishing;Epigaiec termitefishing;Termitefish;Termitefish;;0;NA;0;NA;12;18;Termite fishingepigaeic;Dip
Gashaka;NC;Nigeria;7.325203143;11.57910159;Termite fishing;Underground termitefishing;Termitefish;Termitedig;Termite;0;NA;0;NA;12;18;Termite fishingunder;Dip
Gashaka;NC;Nigeria;7.325203143;11.57910159;Termite perforating;Epigaiec termitefishing;Termiteperforate;Termitefish;Termite;0;NA;0;NA;10;18;Termite perforating;Perforate
Gashaka;NC;Nigeria;7.325203143;11.57910159;Termite puncturing;Underground termitefishing;Termitepuncture;Termitedig;Termite;0;NA;0;NA;10;18;Termite puncturing;Dig
Gashaka;NC;Nigeria;7.325203143;11.57910159;Wood pound;Woodpound;Smash;Smash;Smash;NA;NA;NA;NA;1;1;Wood pound;Smash
Goualougo;C;Congo;2.177149498;16.607265;Ant dipping;Driver antnest;Antdip;Antdip;Ant;1;1;2;6;8;10;Ant dippingnest;Dip
Goualougo;C;Congo;2.177149498;16.607265;Ant fishingprobe;Arboreal ants;Antfishing;Antfish;Ant;NA;NA;NA;NA;7;7;Ant fishingprobe;Dip
Goualougo;C;Congo;2.177149498;16.607265;Ant perforatingstick;Driver antnest;Antperforate;Antdip;Ant;1;1;2;6;6;10;Ant perforatingstick;Perforate
Goualougo;C;Congo;2.177149498;16.607265;Honey dig;Underground honeydig;Honeydig;Honeydig;Honey;0;NA;0;NA;6;10;Honey dig;Perforate
Goualougo;C;Congo;2.177149498;16.607265;Honey dip;Underground stinglessbee;Honeydip;Honeydig;Honey;0;NA;0;NA;8;12;Honey dipumeli;Dip
Goualougo;C;Congo;2.177149498;16.607265;Honey dipaerial;Aerial honey;Honeydip;Honeydip;Honey;1;1;3;11;15;23;Honey dipapis;Dip
Goualougo;C;Congo;2.177149498;16.607265;Honey lever;Aerial honey;Honeylever;Honeydip;Honey;1;1;3;11;20;36;Honey leverameli;Perforate
Goualougo;C;Congo;2.177149498;16.607265;Honey perforate;Underground stinglessbee;Honeyperforate;Honeydig;Honey;0;NA;0;NA;8;12;Honey perforate;Dig
Goualougo;C;Congo;2.177149498;16.607265;Honey pound;Aerial honey;Honeypound;Honeydip;Honey;1;1;3;11;20;36;Honey poundmeli;Pound
Goualougo;C;Congo;2.177149498;16.607265;Honey swab;Aerial honey;Honeyswab;Honeydip;Honey;0;NA;0;NA;22;36;Honey swab;Dip
Goualougo;C;Congo;2.177149498;16.607265;Honey whiskswat;Honey whiskswat;Honeywhiskswat;Honeydip;Honey;1;0;NA;NA;1;1;Honey whiskswat;Whisk
Goualougo;C;Congo;2.177149498;16.607265;Leafsponge;Leafsponge;Leafsponge;Leafsponge;Leaf;1;1;1;3;3;3;Leafsponge;Sponge
Goualougo;C;Congo;2.177149498;16.607265;Marrow pick;Marrow;Marrowpick;Marrowpick;Marrow;1;0;1;1;1;1;Marrow pick;Dip
Goualougo;C;Congo;2.177149498;16.607265;Nut branchanvil;Nut;Nutanvil;Nutcracking;Nut;0;NA;0;NA;9;9;Nut branchanvil;Smash
Goualougo;C;Congo;2.177149498;16.607265;Nut pick;Nut;Nutpick;Nutcracking;Nut;NA;NA;NA;NA;9;9;Nut pick;Dip
Goualougo;C;Congo;2.177149498;16.607265;Nut rootanvil;Nut;Nutanvil;Nutcracking;Nut;0;NA;0;NA;9;9;Nut rootanvil;Smash
Goualougo;C;Congo;2.177149498;16.607265;Nut stoneanvil;Nut;Nutanvil;Nutcracking;Nut;0;NA;0;NA;9;9;Nut stoneanvil;Smash
Goualougo;C;Congo;2.177149498;16.607265;Nut stonehammer;Nut;Nuthammer;Nutcracking;Nut;0;NA;0;NA;9;9;Nut stonehammer;Pound
Goualougo;C;Congo;2.177149498;16.607265;Nut woodhammer;Nut;Nuthammer;Nutcracking;Nut;0;NA;0;NA;9;9;Nut woodhammer;Pound
Goualougo;C;Congo;2.177149498;16.607265;Stone pound;Stonepound;Smash;Smash;Smash;NA;NA;NA;NA;1;1;Stone pound;Smash
Goualougo;C;Congo;2.177149498;16.607265;Termite fishing;Epigaiec termitefishing;Termitefish;Termitefish;Termite;1;4;2;12;12;18;Termite fishingepigaeic;Dip
Goualougo;C;Congo;2.177149498;16.607265;Termite fishing;Underground termitefishing;Termitefish;Termitedig;Termite;1;4;2;12;12;18;Termite fishingunder;Dip
Goualougo;C;Congo;2.177149498;16.607265;Termite perforating;Epigaiec termitefishing;Termiteperforate;Termitefish;Termite;1;3;2;10;10;18;Termite perforating;Perforate
Goualougo;C;Congo;2.177149498;16.607265;Termite puncturing;Underground termitefishing;Termitepuncture;Termitedig;Termite;1;3;2;10;10;18;Termite puncturing;Dig
Goualougo;C;Congo;2.177149498;16.607265;Wood pound;Woodpound;Smash;Smash;Smash;NA;NA;NA;NA;1;1;Wood pound;Smash
Issa;E;Tanzania;-5.493410043;30.56464;Ant dipping;Driver antnest;Antdip;Antdip;Ant;0;NA;0;NA;8;10;Ant dippingnest;Dip
Issa;E;Tanzania;-5.493410043;30.56464;Ant fishingprobe;Arboreal ants;Antfishing;Antfish;Ant;1;3;1;7;7;7;Ant fishingprobe;Dip
Issa;E;Tanzania;-5.493410043;30.56464;Ant perforatingstick;Driver antnest;Antperforate;Antdip;Ant;NA;NA;NA;NA;6;10;Ant perforatingstick;Perforate
Issa;E;Tanzania;-5.493410043;30.56464;Honey dig;Underground honeydig;Honeydig;Honeydig;Honey;0;NA;0;NA;6;10;Honey dig;Perforate
Issa;E;Tanzania;-5.493410043;30.56464;Honey dip;Underground stinglessbee;Honeydip;Honeydig;Honey;0;NA;0;NA;8;12;Honey dipumeli;Dip
Issa;E;Tanzania;-5.493410043;30.56464;Honey dipaerial;Aerial honey;Honeydip;Honeydip;Honey;0;NA;0;NA;22;36;Honey dipameli;Dip
Issa;E;Tanzania;-5.493410043;30.56464;Honey lever;Aerial honey;Honeylever;Honeydip;Honey;0;NA;0;NA;20;36;Honey leverameli;Perforate
Issa;E;Tanzania;-5.493410043;30.56464;Honey perforate;Underground stinglessbee;Honeyperforate;Honeydig;Honey;0;NA;0;NA;8;12;Honey perforate;Dig
Issa;E;Tanzania;-5.493410043;30.56464;Honey pound;Aerial honey;Honeypound;Honeydip;Honey;0;NA;0;NA;20;36;Honey poundmeli;Pound
Issa;E;Tanzania;-5.493410043;30.56464;Honey swab;Aerial honey;Honeyswab;Honeydip;Honey;0;NA;0;NA;22;36;Honey swab;Dip
Issa;E;Tanzania;-5.493410043;30.56464;Honey whiskswat;Honey whiskswat;Honeywhiskswat;Honeydip;Honey;0;NA;0;NA;1;1;Honey whiskswat;Whisk
Issa;E;Tanzania;-5.493410043;30.56464;Leafsponge;Leafsponge;Leafsponge;Leafsponge;Leaf;NA;NA;NA;NA;3;3;Leafsponge;Sponge
Issa;E;Tanzania;-5.493410043;30.56464;Marrow pick;Marrow;Marrowpick;Marrowpick;Marrow;NA;NA;NA;NA;1;1;Marrow pick;Dip
Issa;E;Tanzania;-5.493410043;30.56464;Nut branchanvil;Nut;Nutanvil;Nutcracking;Nut;0;NA;0;NA;9;9;Nut branchanvil;Smash
Issa;E;Tanzania;-5.493410043;30.56464;Nut pick;Nut;Nutpick;Nutcracking;Nut;0;NA;0;NA;9;9;Nut pick;Dip
Issa;E;Tanzania;-5.493410043;30.56464;Nut rootanvil;Nut;Nutanvil;Nutcracking;Nut;0;NA;0;NA;9;9;Nut rootanvil;Smash
Issa;E;Tanzania;-5.493410043;30.56464;Nut stoneanvil;Nut;Nutanvil;Nutcracking;Nut;0;NA;0;NA;9;9;Nut stoneanvil;Smash
Issa;E;Tanzania;-5.493410043;30.56464;Nut stonehammer;Nut;Nuthammer;Nutcracking;Nut;0;NA;0;NA;9;9;Nut stonehammer;Pound
Issa;E;Tanzania;-5.493410043;30.56464;Nut woodhammer;Nut;Nuthammer;Nutcracking;Nut;0;NA;0;NA;9;9;Nut woodhammer;Pound
Issa;E;Tanzania;-5.493410043;30.56464;Stone pound;Stonepound;Smash;Smash;Smash;NA;NA;NA;NA;1;1;Stone pound;Smash
Issa;E;Tanzania;-5.493410043;30.56464;Termite fishing;Epigaiec termitefishing;Termitefish;Termitefish;Termite;1;3;1;7;12;18;Termite fishingepigaeic;Dip
Issa;E;Tanzania;-5.493410043;30.56464;Termite fishing;Underground termitefishing;Termitefish;Termitedig;Termite;0;NA;0;NA;12;18;Termite fishingunder;Dip
Issa;E;Tanzania;-5.493410043;30.56464;Termite perforating;Epigaiec termitefishing;Termiteperforate;Termitefish;Termite;0;NA;0;NA;10;18;Termite perforating;Perforate
Issa;E;Tanzania;-5.493410043;30.56464;Termite puncturing;Underground termitefishing;Termitepuncture;Termitedig;Termite;0;NA;0;NA;10;18;Termite puncturing;Dig
Issa;E;Tanzania;-5.493410043;30.56464;Wood pound;Woodpound;Smash;Smash;Smash;NA;NA;NA;NA;1;1;Wood pound;Smash
Kayan;W;Senegal;13.19106654;-12.23899969;Ant dipping;Driver antnest;Antdip;Antdip;Ant;NA;NA;NA;NA;8;10;Ant dippingnest;Dip
Kayan;W;Senegal;13.19106654;-12.23899969;Ant fishingprobe;Arboreal ants;Antfishing;Antfish;Ant;NA;NA;NA;NA;7;7;Ant fishingprobe;Dip
Kayan;W;Senegal;13.19106654;-12.23899969;Ant perforatingstick;Driver antnest;Antperforate;Antdip;Ant;NA;NA;NA;NA;6;10;Ant perforatingstick;Perforate
Kayan;W;Senegal;13.19106654;-12.23899969;Honey dig;Underground honeydig;Honeydig;Honeydig;Honey;NA;NA;NA;NA;6;10;Honey dig;Perforate
Kayan;W;Senegal;13.19106654;-12.23899969;Honey dip;Underground stinglessbee;Honeydip;Honeydig;Honey;NA;NA;NA;NA;8;12;Honey dipumeli;Dip
Kayan;W;Senegal;13.19106654;-12.23899969;Honey dipaerial;Aerial honey;Honeydip;Honeydip;Honey;NA;NA;NA;NA;22;36;Honey dipameli;Dip
Kayan;W;Senegal;13.19106654;-12.23899969;Honey lever;Aerial honey;Honeylever;Honeydip;Honey;NA;NA;NA;NA;20;36;Honey leverameli;Perforate
Kayan;W;Senegal;13.19106654;-12.23899969;Honey perforate;Underground stinglessbee;Honeyperforate;Honeydig;Honey;NA;NA;NA;NA;8;12;Honey perforate;Dig
Kayan;W;Senegal;13.19106654;-12.23899969;Honey pound;Aerial honey;Honeypound;Honeydip;Honey;NA;NA;NA;NA;20;36;Honey poundmeli;Pound
Kayan;W;Senegal;13.19106654;-12.23899969;Honey swab;Aerial honey;Honeyswab;Honeydip;Honey;NA;NA;NA;NA;22;36;Honey swab;Dip
Kayan;W;Senegal;13.19106654;-12.23899969;Honey whiskswat;Honey whiskswat;Honeywhiskswat;Honeydip;Honey;NA;NA;NA;NA;1;1;Honey whiskswat;Whisk
Kayan;W;Senegal;13.19106654;-12.23899969;Leafsponge;Leafsponge;Leafsponge;Leafsponge;Leaf;NA;NA;NA;NA;3;3;Leafsponge;Sponge
Kayan;W;Senegal;13.19106654;-12.23899969;Marrow pick;Marrow;Marrowpick;Marrowpick;Marrow;NA;NA;NA;NA;1;1;Marrow pick;Dip
Kayan;W;Senegal;13.19106654;-12.23899969;Nut branchanvil;Nut;Nutanvil;Nutcracking;Nut;NA;NA;NA;NA;9;9;Nut branchanvil;Smash
Kayan;W;Senegal;13.19106654;-12.23899969;Nut pick;Nut;Nutpick;Nutcracking;Nut;NA;NA;NA;NA;9;9;Nut pick;Dip
Kayan;W;Senegal;13.19106654;-12.23899969;Nut rootanvil;Nut;Nutanvil;Nutcracking;Nut;NA;NA;NA;NA;9;9;Nut rootanvil;Smash
Kayan;W;Senegal;13.19106654;-12.23899969;Nut stoneanvil;Nut;Nutanvil;Nutcracking;Nut;NA;NA;NA;NA;9;9;Nut stoneanvil;Smash
Kayan;W;Senegal;13.19106654;-12.23899969;Nut stonehammer;Nut;Nuthammer;Nutcracking;Nut;NA;NA;NA;NA;9;9;Nut stonehammer;Pound
Kayan;W;Senegal;13.19106654;-12.23899969;Nut woodhammer;Nut;Nuthammer;Nutcracking;Nut;NA;NA;NA;NA;9;9;Nut woodhammer;Pound
Kayan;W;Senegal;13.19106654;-12.23899969;Stone pound;Stonepound;Smash;Smash;Smash;NA;NA;NA;NA;1;1;Stone pound;Smash
Kayan;W;Senegal;13.19106654;-12.23899969;Termite fishing;Epigaiec termitefishing;Termitefish;Termitefish;Termite;0;NA;0;NA;12;18;Termite fishingepigaeic;Dip
Kayan;W;Senegal;13.19106654;-12.23899969;Termite fishing;Underground termitefishing;Termitefish;Termitedig;Termite;0;NA;0;NA;12;18;Termite fishingunder;Dip
Kayan;W;Senegal;13.19106654;-12.23899969;Termite perforating;Epigaiec termitefishing;Termiteperforate;Termitefish;Termite;1;NA;1;NA;10;18;Termite perforating;Perforate
Kayan;W;Senegal;13.19106654;-12.23899969;Termite puncturing;Underground termitefishing;Termitepuncture;Termitedig;Termite;0;NA;0;NA;10;18;Termite puncturing;Dig
Kayan;W;Senegal;13.19106654;-12.23899969;Wood pound;Woodpound;Smash;Smash;Smash;NA;NA;NA;NA;1;1;Wood pound;Smash
Korup;NC;Cameroon;5.123873041;8.8687042;Ant dipping;Driver antnest;Antdip;Antdip;Ant;NA;NA;NA;NA;8;10;Ant dippingnest;Dip
Korup;NC;Cameroon;5.123873041;8.8687042;Ant fishingprobe;Arboreal ants;Antfishing;Antfish;Ant;NA;NA;NA;NA;7;7;Ant fishingprobe;Dip
Korup;NC;Cameroon;5.123873041;8.8687042;Ant perforatingstick;Driver antnest;Antperforate;Antdip;Ant;NA;NA;NA;NA;6;10;Ant perforatingstick;Perforate
Korup;NC;Cameroon;5.123873041;8.8687042;Honey dig;Underground honeydig;Honeydig;Honeydig;Honey;NA;NA;NA;NA;6;10;Honey dig;Perforate
Korup;NC;Cameroon;5.123873041;8.8687042;Honey dip;Underground stinglessbee;Honeydip;Honeydig;Honey;NA;NA;NA;NA;8;12;Honey dipumeli;Dip
Korup;NC;Cameroon;5.123873041;8.8687042;Honey dipaerial;Aerial honey;Honeydip;Honeydip;Honey;NA;NA;NA;NA;22;36;Honey dipameli;Dip
Korup;NC;Cameroon;5.123873041;8.8687042;Honey lever;Aerial honey;Honeylever;Honeydip;Honey;NA;NA;NA;NA;20;36;Honey leverameli;Perforate
Korup;NC;Cameroon;5.123873041;8.8687042;Honey perforate;Underground stinglessbee;Honeyperforate;Honeydig;Honey;NA;NA;NA;NA;8;12;Honey perforate;Dig
Korup;NC;Cameroon;5.123873041;8.8687042;Honey pound;Aerial honey;Honeypound;Honeydip;Honey;NA;NA;NA;NA;20;36;Honey poundmeli;Pound
Korup;NC;Cameroon;5.123873041;8.8687042;Honey swab;Aerial honey;Honeyswab;Honeydip;Honey;NA;NA;NA;NA;22;36;Honey swab;Dip
Korup;NC;Cameroon;5.123873041;8.8687042;Honey whiskswat;Honey whiskswat;Honeywhiskswat;Honeydip;Honey;NA;NA;NA;NA;1;1;Honey whiskswat;Whisk
Korup;NC;Cameroon;5.123873041;8.8687042;Leafsponge;Leafsponge;Leafsponge;Leafsponge;Leaf;NA;NA;NA;NA;3;3;Leafsponge;Sponge
Korup;NC;Cameroon;5.123873041;8.8687042;Marrow pick;Marrow;Marrowpick;Marrowpick;Marrow;NA;NA;NA;NA;1;1;Marrow pick;Dip
Korup;NC;Cameroon;5.123873041;8.8687042;Nut branchanvil;Nut;Nutanvil;Nutcracking;Nut;NA;NA;NA;NA;9;9;Nut branchanvil;Smash
Korup;NC;Cameroon;5.123873041;8.8687042;Nut pick;Nut;Nutpick;Nutcracking;Nut;NA;NA;NA;NA;9;9;Nut pick;Dip
Korup;NC;Cameroon;5.123873041;8.8687042;Nut rootanvil;Nut;Nutanvil;Nutcracking;Nut;NA;NA;NA;NA;9;9;Nut rootanvil;Smash
Korup;NC;Cameroon;5.123873041;8.8687042;Nut stoneanvil;Nut;Nutanvil;Nutcracking;Nut;NA;NA;NA;NA;9;9;Nut stoneanvil;Smash
Korup;NC;Cameroon;5.123873041;8.8687042;Nut stonehammer;Nut;Nuthammer;Nutcracking;Nut;NA;NA;NA;NA;9;9;Nut stonehammer;Pound
Korup;NC;Cameroon;5.123873041;8.8687042;Nut woodhammer;Nut;Nuthammer;Nutcracking;Nut;NA;NA;NA;NA;9;9;Nut woodhammer;Pound
Korup;NC;Cameroon;5.123873041;8.8687042;Stone pound;Stonepound;Smash;Smash;Smash;NA;NA;NA;NA;1;1;Stone pound;Smash
Korup;NC;Cameroon;5.123873041;8.8687042;Termite fishing;Epigaiec termitefishing;Termitefish;Termitefish;Termite;0;NA;0;NA;12;18;Termite fishingepigaeic;Dip
Korup;NC;Cameroon;5.123873041;8.8687042;Termite fishing;Underground termitefishing;Termitefish;Termitedig;Termite;1;NA;2;NA;12;18;Termite fishingunder;Dip
Korup;NC;Cameroon;5.123873041;8.8687042;Termite perforating;Epigaiec termitefishing;Termiteperforate;Termitefish;Termite;0;NA;0;NA;10;18;Termite perforating;Perforate
Korup;NC;Cameroon;5.123873041;8.8687042;Termite puncturing;Underground termitefishing;Termitepuncture;Termitedig;Termite;1;NA;2;NA;10;18;Termite puncturing;Dig
Korup;NC;Cameroon;5.123873041;8.8687042;Wood pound;Woodpound;Smash;Smash;Smash;NA;NA;NA;NA;1;1;Wood pound;Smash
LaBelgique;C;Cameroon;3.384251296;13.09056823;Ant dipping;Driver antnest;Antdip;Antdip;Ant;NA;NA;NA;NA;8;10;Ant dippingnest;Dip
LaBelgique;C;Cameroon;3.384251296;13.09056823;Ant fishingprobe;Arboreal ants;Antfishing;Antfish;Ant;NA;NA;NA;NA;7;7;Ant fishingprobe;Dip
LaBelgique;C;Cameroon;3.384251296;13.09056823;Ant perforatingstick;Driver antnest;Antperforate;Antdip;Ant;0;NA;NA;NA;6;10;Ant perforatingstick;Perforate
LaBelgique;C;Cameroon;3.384251296;13.09056823;Honey dig;Underground honeydig;Honeydig;Honeydig;Honey;1;1;1;3;6;10;Honey dig;Perforate
LaBelgique;C;Cameroon;3.384251296;13.09056823;Honey dip;Underground honeydig;Honeydip;Honeydig;Honey;1;2;2;8;8;12;Honey dipumeli;Dip
LaBelgique;C;Cameroon;3.384251296;13.09056823;Honey dipaerial;Aerial honey;Honeydip;Honeydip;Honey;NA;NA;NA;NA;15;23;Honey dipapis;Dip
LaBelgique;C;Cameroon;3.384251296;13.09056823;Honey lever;Aerial honey;Honeylever;Honeydip;Honey;NA;NA;NA;NA;20;36;Honey leverameli;Perforate
LaBelgique;C;Cameroon;3.384251296;13.09056823;Honey perforate;Underground stinglessbee;Honeyperforate;Honeydig;Honey;NA;NA;NA;NA;8;12;Honey perforate;Dig
LaBelgique;C;Cameroon;3.384251296;13.09056823;Honey pound;Aerial honey;Honeypound;Honeydip;Honey;NA;NA;NA;NA;20;36;Honey poundmeli;Pound
LaBelgique;C;Cameroon;3.384251296;13.09056823;Honey swab;Aerial honey;Honeyswab;Honeydip;Honey;NA;NA;NA;NA;22;36;Honey swab;Dip
LaBelgique;C;Cameroon;3.384251296;13.09056823;Honey whiskswat;Honey whiskswat;Honeywhiskswat;Honeydip;Honey;NA;NA;NA;NA;1;1;Honey whiskswat;Whisk
LaBelgique;C;Cameroon;3.384251296;13.09056823;Leafsponge;Leafsponge;Leafsponge;Leafsponge;Leaf;NA;NA;NA;NA;3;3;Leafsponge;Sponge
LaBelgique;C;Cameroon;3.384251296;13.09056823;Marrow pick;Marrow;Marrowpick;Marrowpick;Marrow;NA;NA;NA;NA;1;1;Marrow pick;Dip
LaBelgique;C;Cameroon;3.384251296;13.09056823;Nut branchanvil;Nut;Nutanvil;Nutcracking;Nut;0;NA;NA;NA;9;9;Nut branchanvil;Smash
LaBelgique;C;Cameroon;3.384251296;13.09056823;Nut pick;Nut;Nutpick;Nutcracking;Nut;;;;9;9;9;Nut pick;Dip
LaBelgique;C;Cameroon;3.384251296;13.09056823;Nut rootanvil;Nut;Nutanvil;Nutcracking;Nut;0;NA;NA;NA;9;9;Nut rootanvil;Smash
LaBelgique;C;Cameroon;3.384251296;13.09056823;Nut stoneanvil;Nut;Nutanvil;Nutcracking;Nut;0;NA;NA;NA;9;9;Nut stoneanvil;Smash
LaBelgique;C;Cameroon;3.384251296;13.09056823;Nut stonehammer;Nut;Nuthammer;Nutcracking;Nut;0;NA;NA;NA;9;9;Nut stonehammer;Pound
LaBelgique;C;Cameroon;3.384251296;13.09056823;Nut woodhammer;Nut;Nuthammer;Nutcracking;Nut;0;NA;NA;NA;9;9;Nut woodhammer;Pound
LaBelgique;C;Cameroon;3.384251296;13.09056823;Stone pound;Stonepound;Smash;Smash;Smash;NA;NA;NA;NA;1;1;Stone pound;Smash
LaBelgique;C;Cameroon;3.384251296;13.09056823;Termite fishing;Epigaiec termitefishing;Termitefish;Termitefish;Termite;0;NA;0;NA;12;18;Termite fishingepigaeic;Dip
LaBelgique;C;Cameroon;3.384251296;13.09056823;Termite fishing;Underground termitefishing;Termitefish;Termitedig;Termite;1;2;2;8;12;18;Termite fishingunder;Dip
