population;region;country;lat;lon;tool;toolset;tooltype;toolclass;toolgroup;use;preparation;sequence;popcomplexity;Toolcomplexity;Toolsetcomplexity;tooldetail;Behaviour
LaBelgique;C;Cameroon;3.384251296;13.09056823;Termite perforating;Epigaiec termitefishing;Termiteperforate;Termitefish;Termite;NA;NA;NA;NA;10;18;Termite perforating;Perforate
LaBelgique;C;Cameroon;3.384251296;13.09056823;Termite puncturing;Underground termitefishing;Termitepuncture;Termitedig;Termite;1;1;2;6;10;18;Termite puncturing;Dig
LaBelgique;C;Cameroon;3.384251296;13.09056823;Wood pound;Woodpound;Smash;Smash;Smash;NA;NA;NA;NA;1;1;Wood pound;Smash
Loango;C;Gabon;-2.07821994;9.479637049;Ant dipping;Driver antnest;Antdip;Antdip;Ant;NA;NA;NA;NA;8;10;Ant dippingnest;Dip
Loango;C;Gabon;-2.07821994;9.479637049;Ant fishingprobe;Arboreal ants;Antfishing;Antfish;Ant;NA;NA;NA;NA;7;7;Ant fishingprobe;Dip
Loango;C;Gabon;-2.07821994;9.479637049;Ant perforatingstick;Driver antnest;Antperforate;Antdip;Ant;NA;NA;NA;NA;6;10;Ant perforatingstick;Perforate
Loango;C;Gabon;-2.07821994;9.479637049;Honey dig;Underground honeydig;Honeydig;Honeydig;Honey;0;NA;0;NA;6;10;Honey dig;Perforate
Loango;C;Gabon;-2.07821994;9.479637049;Honey dip;Underground stinglessbee;Honeydip;Honeydig;Honey;1;2;2;8;8;12;Honey dipumeli;Dip
Loango;C;Gabon;-2.07821994;9.479637049;Honey dipaerial;Aerial honey;Honeydip;Honeydip;Honey;1;2;4;22;22;36;Honey dipameli;Dip
Loango;C;Gabon;-2.07821994;9.479637049;Honey lever;Aerial honey;Honeylever;Honeydip;Honey;1;2;4;20;20;36;Honey leverameli;Perforate
Loango;C;Gabon;-2.07821994;9.479637049;Honey perforate;Underground stinglessbee;Honeyperforate;Honeydig;Honey;1;2;2;8;8;12;Honey perforate;Dig
Loango;C;Gabon;-2.07821994;9.479637049;Honey pound;Aerial honey;Honeypound;Honeydip;Honey;1;2;4;20;20;36;Honey poundmeli;Pound
Loango;C;Gabon;-2.07821994;9.479637049;Honey swab;Aerial honey;Honeyswab;Honeydip;Honey;1;3;4;22;22;36;Honey swab;Dip
Loango;C;Gabon;-2.07821994;9.479637049;Honey whiskswat;Honey whiskswat;Honeywhiskswat;Honeydip;Honey;0;NA;0;NA;1;1;Honey whiskswat;Whisk
Loango;C;Gabon;-2.07821994;9.479637049;Leafsponge;Leafsponge;Leafsponge;Leafsponge;Leaf;1;1;1;3;3;3;Leafsponge;Sponge
Loango;C;Gabon;-2.07821994;9.479637049;Marrow pick;Marrow;Marrowpick;Marrowpick;Marrow;NA;NA;NA;NA;1;1;Marrow pick;Dip
Loango;C;Gabon;-2.07821994;9.479637049;Nut branchanvil;Nut;Nutanvil;Nutcracking;Nut;0;NA;0;NA;9;9;Nut branchanvil;Smash
Loango;C;Gabon;-2.07821994;9.479637049;Nut pick;Nut;Nutpick;Nutcracking;Nut;0;NA;0;NA;9;9;Nut pick;Dip
Loango;C;Gabon;-2.07821994;9.479637049;Nut rootanvil;Nut;Nutanvil;Nutcracking;Nut;0;NA;0;NA;9;9;Nut rootanvil;Smash
Loango;C;Gabon;-2.07821994;9.479637049;Nut stoneanvil;Nut;Nutanvil;Nutcracking;Nut;0;NA;0;NA;9;9;Nut stoneanvil;Smash
Loango;C;Gabon;-2.07821994;9.479637049;Nut stonehammer;Nut;Nuthammer;Nutcracking;Nut;0;NA;0;NA;9;9;Nut stonehammer;Pound
Loango;C;Gabon;-2.07821994;9.479637049;Nut woodhammer;Nut;Nuthammer;Nutcracking;Nut;0;NA;0;NA;9;9;Nut woodhammer;Pound
Loango;C;Gabon;-2.07821994;9.479637049;Stone pound;Stonepound;Smash;Smash;Smash;NA;NA;NA;NA;1;1;Stone pound;Smash
Loango;C;Gabon;-2.07821994;9.479637049;Termite fishing;Epigaiec termitefishing;Termitefish;Termitefish;Termite;0;NA;0;NA;12;18;Termite fishingepigaeic;Dip
Loango;C;Gabon;-2.07821994;9.479637049;Termite fishing;Underground termitefishing;Termitefish;Termitedig;Termite;0;NA;0;NA;12;18;Termite fishingunder;Dip
Loango;C;Gabon;-2.07821994;9.479637049;Termite perforating;Epigaiec termitefishing;Termiteperforate;Termitefish;Termite;0;NA;0;NA;10;18;Termite perforating;Perforate
Loango;C;Gabon;-2.07821994;9.479637049;Termite puncturing;Underground termitefishing;Termitepuncture;Termitedig;Termite;0;NA;0;NA;10;18;Termite puncturing;Dig
Loango;C;Gabon;-2.07821994;9.479637049;Wood pound;Woodpound;Smash;Smash;Smash;NA;NA;NA;NA;1;1;Wood pound;Smash
Lope;C;Gabon;-0.205196896;11.600521;Ant dipping;Driver antnest;Antdip;Antdip;Ant;0;NA;0;NA;8;10;Ant dippingnest;Dip
Lope;C;Gabon;-0.205196896;11.600521;Ant fishingprobe;Arboreal ants;Antfishing;Antfish;Ant;1;2;1;5;7;7;Ant fishingprobe;Dip
Lope;C;Gabon;-0.205196896;11.600521;Ant perforatingstick;Driver antnest;Antperforate;Antdip;Ant;0;NA;0;NA;6;10;Ant perforatingstick;Perforate
Lope;C;Gabon;-0.205196896;11.600521;Honey dig;Underground honeydig;Honeydig;Honeydig;Honey;0;NA;0;NA;6;10;Honey dig;Perforate
Lope;C;Gabon;-0.205196896;11.600521;Honey dip;Underground stinglessbee;Honeydip;Honeydig;Honey;0;NA;0;NA;8;12;Honey dipumeli;Dip
Lope;C;Gabon;-0.205196896;11.600521;Honey dipaerial;Aerial honey;Honeydip;Honeydip;Honey;1;2;2;8;22;36;Honey dipameli;Dip
Lope;C;Gabon;-0.205196896;11.600521;Honey lever;Aerial honey;Honeylever;Honeydip;Honey;1;1;2;6;20;36;Honey leverameli;Perforate
Lope;C;Gabon;-0.205196896;11.600521;Honey perforate;Underground stinglessbee;Honeyperforate;Honeydig;Honey;0;NA;0;NA;8;12;Honey perforate;Dig
Lope;C;Gabon;-0.205196896;11.600521;Honey pound;Aerial honey;Honeypound;Honeydip;Honey;0;NA;0;NA;20;36;Honey poundmeli;Pound
Lope;C;Gabon;-0.205196896;11.600521;Honey swab;Aerial honey;Honeyswab;Honeydip;Honey;0;NA;0;NA;22;36;Honey swab;Dip
Lope;C;Gabon;-0.205196896;11.600521;Honey whiskswat;Honey whiskswat;Honeywhiskswat;Honeydip;Honey;0;NA;0;NA;1;1;Honey whiskswat;Whisk
Lope;C;Gabon;-0.205196896;11.600521;Leafsponge;Leafsponge;Leafsponge;Leafsponge;Leaf;1;1;1;3;3;3;Leafsponge;Sponge
Lope;C;Gabon;-0.205196896;11.600521;Marrow pick;Marrow;Marrowpick;Marrowpick;Marrow;0;NA;0;NA;1;1;Marrow pick;Dip
Lope;C;Gabon;-0.205196896;11.600521;Nut branchanvil;Nut;Nutanvil;Nutcracking;Nut;0;NA;0;NA;9;9;Nut branchanvil;Smash
Lope;C;Gabon;-0.205196896;11.600521;Nut pick;Nut;Nutpick;Nutcracking;Nut;0;NA;0;NA;9;9;Nut pick;Dip
Lope;C;Gabon;-0.205196896;11.600521;Nut rootanvil;Nut;Nutanvil;Nutcracking;Nut;0;NA;0;NA;9;9;Nut rootanvil;Smash
Lope;C;Gabon;-0.205196896;11.600521;Nut stoneanvil;Nut;Nutanvil;Nutcracking;Nut;0;NA;0;NA;9;9;Nut stoneanvil;Smash
Lope;C;Gabon;-0.205196896;11.600521;Nut stonehammer;Nut;Nuthammer;Nutcracking;Nut;0;NA;0;NA;9;9;Nut stonehammer;Pound
Lope;C;Gabon;-0.205196896;11.600521;Nut woodhammer;Nut;Nuthammer;Nutcracking;Nut;0;NA;0;NA;9;9;Nut woodhammer;Pound
Lope;C;Gabon;-0.205196896;11.600521;Stone pound;Stonepound;Smash;Smash;Smash;0;NA;0;NA;1;1;Stone pound;Smash
Lope;C;Gabon;-0.205196896;11.600521;Termite fishing;Epigaiec termitefishing;Termitefish;Termitefish;Termite;0;NA;0;NA;12;18;Termite fishingepigaeic;Dip
Lope;C;Gabon;-0.205196896;11.600521;Termite fishing;Underground termitefishing;Termitefish;Termitedig;Termite;0;NA;0;NA;12;18;Termite fishingunder;Dip
Lope;C;Gabon;-0.205196896;11.600521;Termite perforating;Epigaiec termitefishing;Termiteperforate;Termitefish;Termite;0;NA;0;NA;10;18;Termite perforating;Perforate
Lope;C;Gabon;-0.205196896;11.600521;Termite puncturing;Underground termitefishing;Termitepuncture;Termitedig;Termite;0;NA;0;NA;10;18;Termite puncturing;Dig
Lope;C;Gabon;-0.205196896;11.600521;Wood pound;Woodpound;Smash;Smash;Smash;0;NA;0;NA;1;1;Wood pound;Smash
MontCristal;C;Gabon;0.330121336;10.30466742;Ant dipping;Driver antnest;Antdip;Antdip;Ant;NA;NA;NA;NA;8;10;Ant dippingnest;Dip
MontCristal;C;Gabon;0.330121336;10.30466742;Ant fishingprobe;Arboreal ants;Antfishing;Antfish;Ant;NA;NA;NA;NA;7;7;Ant fishingprobe;Dip
MontCristal;C;Gabon;0.330121336;10.30466742;Ant perforatingstick;Driver antnest;Antperforate;Antdip;Ant;NA;NA;NA;NA;6;10;Ant perforatingstick;Perforate
MontCristal;C;Gabon;0.330121336;10.30466742;Honey dig;Underground honeydig;Honeydig;Honeydig;Honey;NA;NA;NA;NA;6;10;Honey dig;Perforate
MontCristal;C;Gabon;0.330121336;10.30466742;Honey dip;Underground stinglessbee;Honeydip;Honeydig;Honey;NA;NA;NA;NA;8;12;Honey dipumeli;Dip
MontCristal;C;Gabon;0.330121336;10.30466742;Honey dipaerial;Aerial honey;Honeydip;Honeydip;Honey;NA;NA;NA;NA;22;36;Honey dipameli;Dip
MontCristal;C;Gabon;0.330121336;10.30466742;Honey lever;Aerial honey;Honeylever;Honeydip;Honey;NA;NA;NA;NA;20;36;Honey leverameli;Perforate
MontCristal;C;Gabon;0.330121336;10.30466742;Honey perforate;Underground stinglessbee;Honeyperforate;Honeydig;Honey;NA;NA;NA;NA;8;12;Honey perforate;Dig
MontCristal;C;Gabon;0.330121336;10.30466742;Honey pound;Aerial honey;Honeypound;Honeydip;Honey;NA;NA;NA;NA;20;36;Honey poundmeli;Pound
MontCristal;C;Gabon;0.330121336;10.30466742;Honey swab;Aerial honey;Honeyswab;Honeydip;Honey;NA;NA;NA;NA;22;36;Honey swab;Dip
MontCristal;C;Gabon;0.330121336;10.30466742;Honey whiskswat;Honey whiskswat;Honeywhiskswat;Honeydip;Honey;NA;NA;NA;NA;1;1;Honey whiskswat;Whisk
MontCristal;C;Gabon;0.330121336;10.30466742;Leafsponge;Leafsponge;Leafsponge;Leafsponge;Leaf;NA;NA;NA;NA;3;3;Leafsponge;Sponge
MontCristal;C;Gabon;0.330121336;10.30466742;Marrow pick;Marrow;Marrowpick;Marrowpick;Marrow;NA;NA;NA;NA;1;1;Marrow pick;Dip
MontCristal;C;Gabon;0.330121336;10.30466742;Nut branchanvil;Nut;Nutanvil;Nutcracking;Nut;NA;NA;NA;NA;9;9;Nut branchanvil;Smash
MontCristal;C;Gabon;0.330121336;10.30466742;Nut pick;Nut;Nutpick;Nutcracking;Nut;NA;NA;NA;NA;9;9;Nut pick;Dip
MontCristal;C;Gabon;0.330121336;10.30466742;Nut rootanvil;Nut;Nutanvil;Nutcracking;Nut;NA;NA;NA;NA;9;9;Nut rootanvil;Smash
MontCristal;C;Gabon;0.330121336;10.30466742;Nut stoneanvil;Nut;Nutanvil;Nutcracking;Nut;NA;NA;NA;NA;9;9;Nut stoneanvil;Smash
MontCristal;C;Gabon;0.330121336;10.30466742;Nut stonehammer;Nut;Nuthammer;Nutcracking;Nut;NA;NA;NA;NA;9;9;Nut stonehammer;Pound
MontCristal;C;Gabon;0.330121336;10.30466742;Nut woodhammer;Nut;Nuthammer;Nutcracking;Nut;NA;NA;NA;NA;9;9;Nut woodhammer;Pound
MontCristal;C;Gabon;0.330121336;10.30466742;Stone pound;Stonepound;Smash;Smash;Smash;NA;NA;NA;NA;1;1;Stone pound;Smash
MontCristal;C;Gabon;0.330121336;10.30466742;Termite fishing;Epigaiec termitefishing;Termitefish;Termitefish;Termite;0;NA;0;NA;12;18;Termite fishingepigaeic;Dip
MontCristal;C;Gabon;0.330121336;10.30466742;Termite fishing;Underground termitefishing;Termitefish;Termitedig;Termite;1;NA;2;NA;12;18;Termite fishingunder;Dip
MontCristal;C;Gabon;0.330121336;10.30466742;Termite perforating;Epigaiec termitefishing;Termiteperforate;Termitefish;Termite;0;NA;0;NA;10;18;Termite perforating;Perforate
MontCristal;C;Gabon;0.330121336;10.30466742;Termite puncturing;Underground termitefishing;Termitepuncture;Termitedig;Termite;1;NA;2;NA;10;18;Termite puncturing;Dig
MontCristal;C;Gabon;0.330121336;10.30466742;Wood pound;Woodpound;Smash;Smash;Smash;NA;NA;NA;NA;1;1;Wood pound;Smash
Ngogo;E;Uganda;0.485982461;30.45071609;Ant dipping;Driver antnest;Antdip;Antdip;Ant;0;NA;0;NA;8;10;Ant dippingnest;Dip
Ngogo;E;Uganda;0.485982461;30.45071609;Ant fishingprobe;Arboreal ants;Antfishing;Antfish;Ant;NA;NA;NA;NA;7;7;Ant fishingprobe;Dip
Ngogo;E;Uganda;0.485982461;30.45071609;Ant perforatingstick;Driver antnest;Antperforate;Antdip;Ant;0;NA;0;NA;6;10;Ant perforatingstick;Perforate
Ngogo;E;Uganda;0.485982461;30.45071609;Honey dig;Underground honeydig;Honeydig;Honeydig;Honey;0;NA;0;NA;6;10;Honey dig;Perforate
Ngogo;E;Uganda;0.485982461;30.45071609;Honey dip;Underground stinglessbee;Honeydip;Honeydig;Honey;0;NA;NA;NA;8;12;Honey dipumeli;Dip
Ngogo;E;Uganda;0.485982461;30.45071609;Honey dipaerial;Aerial honey;Honeydip;Honeydip;Honey;1;NA;NA;NA;15;23;Honey dipapis;Dip
Ngogo;E;Uganda;0.485982461;30.45071609;Honey lever;Aerial honey;Honeylever;Honeydip;Honey;NA;NA;NA;NA;20;36;Honey leverameli;Perforate
Ngogo;E;Uganda;0.485982461;30.45071609;Honey perforate;Underground stinglessbee;Honeyperforate;Honeydig;Honey;0;NA;0;NA;8;12;Honey perforate;Dig
Ngogo;E;Uganda;0.485982461;30.45071609;Honey pound;Aerial honey;Honeypound;Honeydip;Honey;0;NA;0;NA;20;36;Honey poundmeli;Pound
Ngogo;E;Uganda;0.485982461;30.45071609;Honey swab;Aerial honey;Honeyswab;Honeydip;Honey;0;NA;0;NA;22;36;Honey swab;Dip
Ngogo;E;Uganda;0.485982461;30.45071609;Honey whiskswat;Honey whiskswat;Honeywhiskswat;Honeydip;Honey;1;0;1;1;1;1;Honey whiskswat;Whisk
Ngogo;E;Uganda;0.485982461;30.45071609;Leafsponge;Leafsponge;Leafsponge;Leafsponge;Leaf;1;1;1;3;3;3;Leafsponge;Sponge
Ngogo;E;Uganda;0.485982461;30.45071609;Marrow pick;Marrow;Marrowpick;Marrowpick;Marrow;0;NA;0;NA;1;1;Marrow pick;Dip
Ngogo;E;Uganda;0.485982461;30.45071609;Nut branchanvil;Nut;Nutanvil;Nutcracking;Nut;0;NA;0;NA;9;9;Nut branchanvil;Smash
Ngogo;E;Uganda;0.485982461;30.45071609;Nut pick;Nut;Nutpick;Nutcracking;Nut;0;NA;0;NA;9;9;Nut pick;Dip
Ngogo;E;Uganda;0.485982461;30.45071609;Nut rootanvil;Nut;Nutanvil;Nutcracking;Nut;0;NA;0;NA;9;9;Nut rootanvil;Smash
Ngogo;E;Uganda;0.485982461;30.45071609;Nut stoneanvil;Nut;Nutanvil;Nutcracking;Nut;0;NA;0;NA;9;9;Nut stoneanvil;Smash
Ngogo;E;Uganda;0.485982461;30.45071609;Nut stonehammer;Nut;Nuthammer;Nutcracking;Nut;0;NA;0;NA;9;9;Nut stonehammer;Pound
Ngogo;E;Uganda;0.485982461;30.45071609;Nut woodhammer;Nut;Nuthammer;Nutcracking;Nut;0;NA;0;NA;9;9;Nut woodhammer;Pound
Ngogo;E;Uganda;0.485982461;30.45071609;Stone pound;Stonepound;Smash;Smash;Smash;0;NA;0;NA;1;1;Stone pound;Smash
Ngogo;E;Uganda;0.485982461;30.45071609;Termite fishing;Epigaiec termitefishing;Termitefish;Termitefish;Termite;1;1;1;3;12;18;Termite fishingepigaeic;Dip
Ngogo;E;Uganda;0.485982461;30.45071609;Termite fishing;Underground termitefishing;Termitefish;Termitedig;Termite;0;NA;0;NA;12;18;Termite fishingunder;Dip
Ngogo;E;Uganda;0.485982461;30.45071609;Termite perforating;Epigaiec termitefishing;Termiteperforate;Termitefish;Termite;0;NA;0;NA;10;18;Termite perforating;Perforate
Ngogo;E;Uganda;0.485982461;30.45071609;Termite puncturing;Underground termitefishing;Termitepuncture;Termitedig;Termite;0;NA;0;NA;10;18;Termite puncturing;Dig
Ngogo;E;Uganda;0.485982461;30.45071609;Wood pound;Woodpound;Smash;Smash;Smash;0;NA;0;NA;1;1;Wood pound;Smash
RubiTele;E;DRC;2.416899633;25.0770414;Ant dipping;Driver antnest;Antdip;Antdip;Ant;1;NA;1;NA;8;10;Ant dippingnest;Dip
RubiTele;E;DRC;2.416899633;25.0770414;Ant fishingprobe;Arboreal ants;Antdip;Antfish;Ant;1;NA;1;NA;7;7;Ant fishingprobe;Dip
RubiTele;E;DRC;2.416899633;25.0770414;Ant perforatingstick;Driver antnest;Antperforate;Antdip;Ant;0;NA;0;NA;6;10;Ant perforatingstick;Perforate
RubiTele;E;DRC;2.416899633;25.0770414;Honey dig;Underground honeydig;Honeydig;Honeydig;Honey;0;NA;0;NA;6;10;Honey dig;Perforate
RubiTele;E;DRC;2.416899633;25.0770414;Honey dip;Underground stinglessbee;Honeydip;Honeydig;Honey;0;NA;0;NA;8;12;Honey dipumeli;Dip
RubiTele;E;DRC;2.416899633;25.0770414;Honey dipaerial;Aerial honey;Honeydip;Honeydip;Honey;0;NA;0;NA;15;23;Honey dipapis;Dip
RubiTele;E;DRC;2.416899633;25.0770414;Honey lever;Aerial honey;Honeylever;Honeydip;Honey;0;NA;0;NA;20;36;Honey leverameli;Perforate
RubiTele;E;DRC;2.416899633;25.0770414;Honey perforate;Underground stinglessbee;Honeyperforate;Honeydig;Honey;0;NA;0;NA;8;12;Honey perforate;Dig
RubiTele;E;DRC;2.416899633;25.0770414;Honey pound;Aerial honey;Honeypound;Honeydip;Honey;0;NA;0;NA;20;36;Honey poundmeli;Pound
RubiTele;E;DRC;2.416899633;25.0770414;Honey swab;Aerial honey;Honeyswab;Honeydip;Honey;0;NA;0;NA;22;36;Honey swab;Dip
RubiTele;E;DRC;2.416899633;25.0770414;Honey whiskswat;Honey whiskswat;Honeywhiskswat;Honeydip;Honey;0;NA;0;NA;1;1;Honey whiskswat;Whisk
RubiTele;E;DRC;2.416899633;25.0770414;Leafsponge;Leafsponge;Leafsponge;Leafsponge;Leaf;NA;NA;NA;NA;3;3;Leafsponge;Sponge
RubiTele;E;DRC;2.416899633;25.0770414;Marrow pick;Marrow;Marrowpick;Marrowpick;Marrow;NA;NA;NA;NA;1;1;Marrow pick;Dip
RubiTele;E;DRC;2.416899633;25.0770414;Nut branchanvil;Nut;Nutanvil;Nutcracking;Nut;0;NA;0;NA;9;9;Nut branchanvil;Smash
RubiTele;E;DRC;2.416899633;25.0770414;Nut pick;Nut;Nutpick;Nutcracking;Nut;0;NA;0;NA;9;9;Nut pick;Dip
RubiTele;E;DRC;2.416899633;25.0770414;Nut rootanvil;Nut;Nutanvil;Nutcracking;Nut;0;NA;0;NA;9;9;Nut rootanvil;Smash
RubiTele;E;DRC;2.416899633;25.0770414;Nut stoneanvil;Nut;Nutanvil;Nutcracking;Nut;0;NA;0;NA;9;9;Nut stoneanvil;Smash
RubiTele;E;DRC;2.416899633;25.0770414;Nut stonehammer;Nut;Nuthammer;Nutcracking;Nut;0;NA;0;NA;9;9;Nut stonehammer;Pound
RubiTele;E;DRC;2.416899633;25.0770414;Nut woodhammer;Nut;Nuthammer;Nutcracking;Nut;0;NA;0;NA;9;9;Nut woodhammer;Pound
RubiTele;E;DRC;2.416899633;25.0770414;Stone pound;Stonepound;Smash;Smash;Smash;1;0;1;1;1;1;Stone pound;Smash
RubiTele;E;DRC;2.416899633;25.0770414;Termite fishing;Epigaiec termitefishing;Termitefish;Termitefish;Termite;0;NA;0;NA;12;18;Termite fishingepigaeic;Dip
RubiTele;E;DRC;2.416899633;25.0770414;Termite fishing;Underground termitefishing;Termitefish;Termitedig;Termite;0;NA;0;NA;12;18;Termite fishingunder;Dip
RubiTele;E;DRC;2.416899633;25.0770414;Termite perforating;Epigaiec termitefishing;Termiteperforate;Termitefish;Termite;0;NA;0;NA;10;18;Termite perforating;Perforate
RubiTele;E;DRC;2.416899633;25.0770414;Termite puncturing;Underground termitefishing;Termitepuncture;Termitedig;Termite;0;NA;0;NA;10;18;Termite puncturing;Dig
RubiTele;E;DRC;2.416899633;25.0770414;Wood pound;Woodpound;Smash;Smash;Smash;1;0;1;1;1;1;Wood pound;Smash
Sapo;W;Liberia;5.313575851;-8.780804882;Ant dipping;Driver antnest;Antdip;Antdip;Ant;NA;NA;NA;NA;8;10;Ant dippingnest;Dip
Sapo;W;Liberia;5.313575851;-8.780804882;Ant fishingprobe;Arboreal ants;Antfishing;Antfish;Ant;NA;NA;NA;NA;7;7;Ant fishingprobe;Dip
Sapo;W;Liberia;5.313575851;-8.780804882;Ant perforatingstick;Driver antnest;Antperforate;Antdip;Ant;NA;NA;NA;NA;6;10;Ant perforatingstick;Perforate
Sapo;W;Liberia;5.313575851;-8.780804882;Honey dig;Underground honeydig;Honeydig;Honeydig;Honey;NA;NA;NA;NA;6;10;Honey dig;Perforate
Sapo;W;Liberia;5.313575851;-8.780804882;Honey dip;Underground stinglessbee;Honeydip;Honeydig;Honey;NA;NA;NA;NA;8;12;Honey dipumeli;Dip
Sapo;W;Liberia;5.313575851;-8.780804882;Honey dipaerial;Aerial honey;Honeydip;Honeydip;Honey;NA;NA;NA;NA;15;23;Honey dipapis;Dip
Sapo;W;Liberia;5.313575851;-8.780804882;Honey lever;Aerial honey;Honeylever;Honeydip;Honey;NA;NA;NA;NA;20;36;Honey leverameli;Perforate
Sapo;W;Liberia;5.313575851;-8.780804882;Honey perforate;Underground stinglessbee;Honeyperforate;Honeydig;Honey;NA;NA;NA;NA;8;12;Honey perforate;Dig
Sapo;W;Liberia;5.313575851;-8.780804882;Honey pound;Aerial honey;Honeypound;Honeydip;Honey;NA;NA;NA;NA;20;36;Honey poundmeli;Pound
Sapo;W;Liberia;5.313575851;-8.780804882;Honey swab;Aerial honey;Honeyswab;Honeydip;Honey;NA;NA;NA;NA;22;36;Honey swab;Dip
Sapo;W;Liberia;5.313575851;-8.780804882;Honey whiskswat;Honey whiskswat;Honeywhiskswat;Honeydip;Honey;NA;NA;NA;NA;1;1;Honey whiskswat;Whisk
Sapo;W;Liberia;5.313575851;-8.780804882;Leafsponge;Leafsponge;Leafsponge;Leafsponge;Leaf;NA;NA;NA;NA;3;3;Leafsponge;Sponge
Sapo;W;Liberia;5.313575851;-8.780804882;Marrow pick;Marrow;Marrowpick;Marrowpick;Marrow;NA;NA;NA;NA;1;1;Marrow pick;Dip
Sapo;W;Liberia;5.313575851;-8.780804882;Nut branchanvil;Nut;Nutanvil;Nutcracking;Nut;0;NA;0;NA;9;9;Nut branchanvil;Smash
Sapo;W;Liberia;5.313575851;-8.780804882;Nut pick;Nut;Nutpick;Nutcracking;Nut;NA;NA;NA;NA;9;9;Nut pick;Dip
Sapo;W;Liberia;5.313575851;-8.780804882;Nut rootanvil;Nut;Nutanvil;Nutcracking;Nut;1;NA;2;NA;9;9;Nut rootanvil;Smash
Sapo;W;Liberia;5.313575851;-8.780804882;Nut stoneanvil;Nut;Nutanvil;Nutcracking;Nut;1;NA;2;NA;9;9;Nut stoneanvil;Smash
Sapo;W;Liberia;5.313575851;-8.780804882;Nut stonehammer;Nut;Nuthammer;Nutcracking;Nut;1;NA;2;NA;9;9;Nut stonehammer;Pound
Sapo;W;Liberia;5.313575851;-8.780804882;Nut woodhammer;Nut;Nuthammer;Nutcracking;Nut;0;NA;0;NA;9;9;Nut woodhammer;Pound
Sapo;W;Liberia;5.313575851;-8.780804882;Stone pound;Stonepound;Smash;Smash;Smash;NA;NA;NA;NA;1;1;Stone pound;Smash
Sapo;W;Liberia;5.313575851;-8.780804882;Termite fishing;Epigaiec termitefishing;Termitefish;Termitefish;Termite;NA;NA;NA;NA;12;18;Termite fishingepigaeic;Dip
Sapo;W;Liberia;5.313575851;-8.780804882;Termite fishing;Underground termitefishing;Termitefish;Termitedig;Termite;NA;NA;NA;NA;12;18;Termite fishingunder;Dip
Sapo;W;Liberia;5.313575851;-8.780804882;Termite perforating;Epigaiec termitefishing;Termiteperforate;Termitefish;Termite;NA;NA;NA;NA;10;18;Termite perforating;Perforate
Sapo;W;Liberia;5.313575851;-8.780804882;Termite puncturing;Underground termitefishing;Termitepuncture;Termitedig;Termite;NA;NA;NA;NA;10;18;Termite puncturing;Dig
Sapo;W;Liberia;5.313575851;-8.780804882;Wood pound;Woodpound;Smash;Smash;Smash;NA;NA;NA;NA;1;1;Wood pound;Smash
Tai;W;Cote dIvoire;5.8667;-7.3333;Ant dipping;Driver antnest;Antdip;Antdip;Ant;1;1;1;3;8;10;Ant dippingnest;Dip
Tai;W;Cote dIvoire;5.8667;-7.3333;Ant fishingprobe;Arboreal ants;Antfishing;Antfish;Ant;0;NA;NA;NA;7;7;Ant fishingprobe;Dip
Tai;W;Cote dIvoire;5.8667;-7.3333;Ant perforatingstick;Driver antnest;Antperforate;Antdip;Ant;0;NA;0;NA;6;10;Ant perforatingstick;Perforate
Tai;W;Cote dIvoire;5.8667;-7.3333;Honey dig;Underground honeydig;Honeydig;Honeydig;Honey;0;NA;0;NA;6;10;Honey dig;Perforate
Tai;W;Cote dIvoire;5.8667;-7.3333;Honey dip;Underground stinglessbee;Honeydip;Honeydig;Honey;0;NA;0;NA;8;12;Honey dipumeli;Dip
Tai;W;Cote dIvoire;5.8667;-7.3333;Honey dipaerial;Aerial honey;Honeydip;Honeydip;Honey;1;1;3;11;15;23;Honey dipapis;Dip
Tai;W;Cote dIvoire;5.8667;-7.3333;Honey lever;Aerial honey;Honeylever;Honeydip;Honey;1;1;3;11;13;23;Honey leverapis;Perforate
Tai;W;Cote dIvoire;5.8667;-7.3333;Honey perforate;Underground stinglessbee;Honeyperforate;Honeydig;Honey;0;NA;0;NA;8;12;Honey perforate;Dig
Tai;W;Cote dIvoire;5.8667;-7.3333;Honey pound;Aerial honey;Honeypound;Honeydip;Honey;0;NA;0;NA;20;36;Honey poundmeli;Pound
Tai;W;Cote dIvoire;5.8667;-7.3333;Honey swab;Aerial honey;Honeyswab;Honeydip;Honey;0;NA;NA;NA;22;36;Honey swab;Dip
Tai;W;Cote dIvoire;5.8667;-7.3333;Honey whiskswat;Honey whiskswat;Honeywhiskswat;Honeydip;Honey;0;NA;0;NA;1;1;Honey whiskswat;Whisk
Tai;W;Cote dIvoire;5.8667;-7.3333;Leafsponge;Leafsponge;Leafsponge;Leafsponge;Leaf;1;1;1;3;3;3;Leafsponge;Sponge
Tai;W;Cote dIvoire;5.8667;-7.3333;Marrow pick;Marrow;Marrowpick;Marrowpick;Marrow;1;0;1;1;1;1;Marrow pick;Dip
Tai;W;Cote dIvoire;5.8667;-7.3333;Nut branchanvil;Nut;Nutanvil;Nutcracking;Nut;1;0;3;9;9;9;Nut branchanvil;Smash
Tai;W;Cote dIvoire;5.8667;-7.3333;Nut pick;Nut;Nutpick;Nutcracking;Nut;1;0;3;9;9;9;Nut pick;Dip
